item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model,checkpoint,n_params
36,chicken,a,There was a chicken in the coop.,a,The chicken was alive.,match,pecher2006,alive,-11.763983325619476,EleutherAI/pythia-12b,2000,11846072320
36,chicken,a,There was a chicken in the coop.,b,The chicken was plucked.,mismatch,pecher2006,plucked,-13.493581272136028,EleutherAI/pythia-12b,2000,11846072320
54,cigarette,a,There was a cigarette in the box.,a,The cigarette was intact.,match,pecher2006,intact,-13.29696794972821,EleutherAI/pythia-12b,2000,11846072320
54,cigarette,a,There was a cigarette in the box.,b,The cigarette was crushed.,mismatch,pecher2006,crushed,-10.446843926152178,EleutherAI/pythia-12b,2000,11846072320
7,coat,a,There was a coat on the rack.,a,The coat was hanging.,match,pecher2006,hanging,-9.155316165740437,EleutherAI/pythia-12b,2000,11846072320
7,coat,a,There was a coat on the rack.,b,The coat was crumpled.,mismatch,pecher2006,crumpled,-12.829370423948756,EleutherAI/pythia-12b,2000,11846072320
55,corn,a,There was corn in the field.,a,The corn was on the cob,match,pecher2006,on the cob,-18.989105208013786,EleutherAI/pythia-12b,2000,11846072320
55,corn,a,There was corn in the field.,b,The corn was off the cob.,mismatch,pecher2006,off the cob,-23.401090381706467,EleutherAI/pythia-12b,2000,11846072320
18,cucumber,a,There was a cucumber in the fridge.,a,The cucumber was whole.,match,pecher2006,whole,-11.324439700217923,EleutherAI/pythia-12b,2000,11846072320
18,cucumber,a,There was a cucumber in the fridge.,b,The cucumber was sliced.,mismatch,pecher2006,sliced,-7.454156580523288,EleutherAI/pythia-12b,2000,11846072320
56,eagle,a,There was an eagle in the nest.,a,The eagle's wings were folded.,match,pecher2006,folded,-9.449702365624022,EleutherAI/pythia-12b,2000,11846072320
56,eagle,a,There was an eagle in the nest.,b,The eagle's wings were outstretched.,mismatch,pecher2006,outstretched,-11.68355051721044,EleutherAI/pythia-12b,2000,11846072320
41,egg,a,There was an egg in the refrigerator.,a,The egg was whole.,match,pecher2006,whole,-11.80819811988276,EleutherAI/pythia-12b,2000,11846072320
41,egg,a,There was an egg in the refrigerator.,b,The egg was frying.,mismatch,pecher2006,frying,-13.80764908537393,EleutherAI/pythia-12b,2000,11846072320
48,fish,a,There was a fish in the pond.,a,The fish was whole.,match,pecher2006,whole,-12.839429471842909,EleutherAI/pythia-12b,2000,11846072320
48,fish,a,There was a fish in the pond.,b,The fish was filetted.,mismatch,pecher2006,filetted,-35.117630003306964,EleutherAI/pythia-12b,2000,11846072320
22,frog,a,There was a frog in the field.,a,The frog's legs were folded.,match,pecher2006,folded,-7.529413483121582,EleutherAI/pythia-12b,2000,11846072320
22,frog,a,There was a frog in the field.,b,The frog's legs were outstretched.,mismatch,pecher2006,outstretched,-9.950343024683784,EleutherAI/pythia-12b,2000,11846072320
13,garbage bag,a,There was a garbage bag in the cupboard.,a,The garbage bag was empty.,match,pecher2006,empty,-4.208594632403351,EleutherAI/pythia-12b,2000,11846072320
13,garbage bag,a,There was a garbage bag in the cupboard.,b,The garbage bag was full.,mismatch,pecher2006,full,-6.693991867995675,EleutherAI/pythia-12b,2000,11846072320
14,goose,a,There was a goose in the field.,a,The goose's wings were folded.,match,pecher2006,folded,-8.838368634894394,EleutherAI/pythia-12b,2000,11846072320
14,goose,a,There was a goose in the field.,b,The goose's wings were outstretched.,mismatch,pecher2006,outstretched,-12.175833681860126,EleutherAI/pythia-12b,2000,11846072320
37,hockey,a,There was a hockey player on the ice.,a,The hockey player was standing.,match,pecher2006,standing,-8.675029783539422,EleutherAI/pythia-12b,2000,11846072320
37,hockey,a,There was a hockey player on the ice.,b,The hockey player was sitting.,mismatch,pecher2006,sitting,-8.171021667816197,EleutherAI/pythia-12b,2000,11846072320
2,horse,a,There was a horse in the stable.,a,The horse was standing.,match,pecher2006,standing,-7.617948082334789,EleutherAI/pythia-12b,2000,11846072320
2,horse,a,There was a horse in the stable.,b,The horse was sitting.,mismatch,pecher2006,sitting,-7.6851202959303455,EleutherAI/pythia-12b,2000,11846072320
29,hose,a,There was a hose on the wall.,a,The hose was coiled.,match,pecher2006,coiled,-11.326350175740828,EleutherAI/pythia-12b,2000,11846072320
29,hose,a,There was a hose on the wall.,b,The hose was extended.,mismatch,pecher2006,extended,-10.357819481244418,EleutherAI/pythia-12b,2000,11846072320
15,ice,a,There was ice in the glass.,a,The ice was shaped into ice cubes.,match,pecher2006,cubes,-3.908925918955894,EleutherAI/pythia-12b,2000,11846072320
15,ice,a,There was ice in the glass.,b,The ice was shaped into icicles.,mismatch,pecher2006,icicles,-13.22349558142136,EleutherAI/pythia-12b,2000,11846072320
33,ketchup,a,There was ketchup on the table.,a,The ketchup was in a bottle.,match,pecher2006,bottle,-8.468711238321664,EleutherAI/pythia-12b,2000,11846072320
33,ketchup,a,There was ketchup on the table.,b,The ketchup was in a dollop.,mismatch,pecher2006,dollop,-17.560964049851727,EleutherAI/pythia-12b,2000,11846072320
19,lamp,a,There was a lamp on the floor.,a,The lamp was tall.,match,pecher2006,tall,-12.203664659300383,EleutherAI/pythia-12b,2000,11846072320
19,lamp,a,There was a lamp on the floor.,b,The lamp was short.,mismatch,pecher2006,short,-11.593986171857141,EleutherAI/pythia-12b,2000,11846072320
49,lemon,a,There was a lemon in the tree.,a,The lemon was whole.,match,pecher2006,whole,-13.335632363314229,EleutherAI/pythia-12b,2000,11846072320
49,lemon,a,There was a lemon in the tree.,b,The lemon was sliced.,mismatch,pecher2006,sliced,-7.843437292134616,EleutherAI/pythia-12b,2000,11846072320
38,lime,a,There was a lime in the produce section.,a,The lime was whole.,match,pecher2006,whole,-13.57522078808666,EleutherAI/pythia-12b,2000,11846072320
38,lime,a,There was a lime in the produce section.,b,The lime was sliced.,mismatch,pecher2006,sliced,-9.00974244571671,EleutherAI/pythia-12b,2000,11846072320
57,lobster,a,There was a lobster in the sea.,a,The lobster was whole.,match,pecher2006,whole,-14.464448023914764,EleutherAI/pythia-12b,2000,11846072320
57,lobster,a,There was a lobster in the sea.,b,The lobster was in pieces.,mismatch,pecher2006,pieces,-11.626591172534397,EleutherAI/pythia-12b,2000,11846072320
20,map,a,There was a map in the glove compartment.,a,The map was folded.,match,pecher2006,folded,-8.329236035943408,EleutherAI/pythia-12b,2000,11846072320
20,map,a,There was a map in the glove compartment.,b,The map was spread out.,mismatch,pecher2006,spread out,-13.331268200826754,EleutherAI/pythia-12b,2000,11846072320
8,match,a,There was a match in the box.,a,The match was fresh.,match,pecher2006,fresh,-15.704408587771566,EleutherAI/pythia-12b,2000,11846072320
8,match,a,There was a match in the box.,b,The match was burned.,mismatch,pecher2006,burned,-15.259457888723519,EleutherAI/pythia-12b,2000,11846072320
42,mushroom,a,There was a mushroom in the forest.,a,The mushroom was whole.,match,pecher2006,whole,-13.142171116719767,EleutherAI/pythia-12b,2000,11846072320
42,mushroom,a,There was a mushroom in the forest.,b,The mushroom was sliced.,mismatch,pecher2006,sliced,-8.515713401463962,EleutherAI/pythia-12b,2000,11846072320
43,newspaper,a,There was a newspaper on the driveway.,a,The newspaper was rolled up.,match,pecher2006,rolled up,-16.849448516639395,EleutherAI/pythia-12b,2000,11846072320
43,newspaper,a,There was a newspaper on the driveway.,b,The newspaper was flat.,mismatch,pecher2006,flat,-11.432467556252865,EleutherAI/pythia-12b,2000,11846072320
50,onion,a,There was an onion in the basket.,a,The onion was whole.,match,pecher2006,whole,-11.60638683594793,EleutherAI/pythia-12b,2000,11846072320
50,onion,a,There was an onion in the basket.,b,The onion was sliced.,mismatch,pecher2006,sliced,-5.030147498606111,EleutherAI/pythia-12b,2000,11846072320
9,owl,a,There was an owl in the barn.,a,The owl's wings were folded.,match,pecher2006,folded,-8.829768061288263,EleutherAI/pythia-12b,2000,11846072320
9,owl,a,There was an owl in the barn.,b,The owl's wings were outstretched.,mismatch,pecher2006,outstretched,-12.01513177396849,EleutherAI/pythia-12b,2000,11846072320
23,paint,a,There was paint in the store.,a,The paint was in a can.,match,pecher2006,can,-10.353215868779184,EleutherAI/pythia-12b,2000,11846072320
23,paint,a,There was paint in the store.,b,The paint was in a smear.,mismatch,pecher2006,smear,-14.268068649696875,EleutherAI/pythia-12b,2000,11846072320
44,pineapple,a,There was a pineapple on the plant.,a,The pineapple was whole.,match,pecher2006,whole,-12.10942222886386,EleutherAI/pythia-12b,2000,11846072320
44,pineapple,a,There was a pineapple on the plant.,b,The pineapple was in chunks.,mismatch,pecher2006,chunks,-15.67581670595432,EleutherAI/pythia-12b,2000,11846072320
10,pumpkin,a,There was a pumpkin on the cart.,a,The pumpkin was whole.,match,pecher2006,whole,-13.270943479581732,EleutherAI/pythia-12b,2000,11846072320
10,pumpkin,a,There was a pumpkin on the cart.,b,The pumpkin was carved.,mismatch,pecher2006,carved,-12.094194174190473,EleutherAI/pythia-12b,2000,11846072320
45,sailboat,a,There was a sailboat on the trailer.,a,The sailboat's sails were down.,match,pecher2006,down,-7.405749783492957,EleutherAI/pythia-12b,2000,11846072320
45,sailboat,a,There was a sailboat on the trailer.,b,The sailboat's sails were up.,mismatch,pecher2006,up,-8.55012215535057,EleutherAI/pythia-12b,2000,11846072320
3,scarf,a,There was a scarf on the rack.,a,The scarf was hanging.,match,pecher2006,hanging,-8.909497282376625,EleutherAI/pythia-12b,2000,11846072320
3,scarf,a,There was a scarf on the rack.,b,The scarf was crumpled.,mismatch,pecher2006,crumpled,-13.448889181990378,EleutherAI/pythia-12b,2000,11846072320
58,shirt,a,There was a shirt on the hanger.,a,The shirt was hanging.,match,pecher2006,hanging,-9.048187495606287,EleutherAI/pythia-12b,2000,11846072320
58,shirt,a,There was a shirt on the hanger.,b,The shirt was folded.,mismatch,pecher2006,folded,-7.042371052764618,EleutherAI/pythia-12b,2000,11846072320
4,shoelace,a,There was a shoelace in the package.,a,The shoelace was coiled.,match,pecher2006,coiled,-15.551169345483647,EleutherAI/pythia-12b,2000,11846072320
4,shoelace,a,There was a shoelace in the package.,b,The shoelace was tied.,mismatch,pecher2006,tied,-10.513747302880317,EleutherAI/pythia-12b,2000,11846072320
30,soap,a,There was soap in the dish.,a,The soap was in a bar.,match,pecher2006,bar,-12.055985132220966,EleutherAI/pythia-12b,2000,11846072320
30,soap,a,There was soap in the dish.,b,The soap was in a lather.,mismatch,pecher2006,lather,-10.885036387728556,EleutherAI/pythia-12b,2000,11846072320
59,spaghetti,a,There was spaghetti in the box.,a,The spaghetti was straight.,match,pecher2006,straight,-12.220407473842455,EleutherAI/pythia-12b,2000,11846072320
59,spaghetti,a,There was spaghetti in the box.,b,The spaghetti was curvy.,mismatch,pecher2006,curvy,-19.752466036534575,EleutherAI/pythia-12b,2000,11846072320
11,squid,a,There was a squid in the water.,a,The squid was alive.,match,pecher2006,alive,-11.653715011854343,EleutherAI/pythia-12b,2000,11846072320
11,squid,a,There was a squid in the water.,b,The squid was cooked.,mismatch,pecher2006,cooked,-10.421870013333123,EleutherAI/pythia-12b,2000,11846072320
5,staple,a,There was a staple in the machine.,a,The staple was U-shaped.,match,pecher2006,U-shaped,-15.639825639634733,EleutherAI/pythia-12b,2000,11846072320
5,staple,a,There was a staple in the machine.,b,The staple was clamped inward.,mismatch,pecher2006,inward,-12.461959235544667,EleutherAI/pythia-12b,2000,11846072320
26,sugar,a,There was sugar on the table.,a,The sugar was in a dispenser.,match,pecher2006,dispenser,-15.475170774501283,EleutherAI/pythia-12b,2000,11846072320
26,sugar,a,There was sugar on the table.,b,The sugar was in a heap.,mismatch,pecher2006,heap,-10.62303604501,EleutherAI/pythia-12b,2000,11846072320
16,swiss knife,a,There was a swiss knife in his pocket.,a,The swiss knife was closed.,match,pecher2006,closed,-11.738507898768002,EleutherAI/pythia-12b,2000,11846072320
16,swiss knife,a,There was a swiss knife in his pocket.,b,The swiss knife was open.,mismatch,pecher2006,open,-10.174962817795052,EleutherAI/pythia-12b,2000,11846072320
31,tape,a,There was tape on the shelf.,a,There tape was on a roll.,match,pecher2006,on a roll,-15.664614688719439,EleutherAI/pythia-12b,2000,11846072320
31,tape,a,There was tape on the shelf.,b,The tape was in a strip.,mismatch,pecher2006,in a strip,-19.534957537310536,EleutherAI/pythia-12b,2000,11846072320
27,tinfoil,a,There was tinfoil in the drawer.,a,The tinfoil was rolled up.,match,pecher2006,rolled up,-13.907550278376124,EleutherAI/pythia-12b,2000,11846072320
27,tinfoil,a,There was tinfoil in the drawer.,b,The tinfoil was crumpled up.,mismatch,pecher2006,crumpled up,-21.152856131116586,EleutherAI/pythia-12b,2000,11846072320
60,tissue,a,There was a tissue in the box.,a,The tissue was rectangular.,match,pecher2006,rectangular,-16.032909304911264,EleutherAI/pythia-12b,2000,11846072320
60,tissue,a,There was a tissue in the box.,b,The tissue was balled up.,mismatch,pecher2006,balled up,-19.582032657571965,EleutherAI/pythia-12b,2000,11846072320
46,tomato,a,There was a tomato on the vine.,a,The tomato was whole.,match,pecher2006,whole,-11.451748975631498,EleutherAI/pythia-12b,2000,11846072320
46,tomato,a,There was a tomato on the vine.,b,The tomato was sliced.,mismatch,pecher2006,sliced,-6.63696999766998,EleutherAI/pythia-12b,2000,11846072320
51,towel,a,There was a towel on the floor.,a,The towel was crumpled.,match,pecher2006,crumpled,-12.406716941127415,EleutherAI/pythia-12b,2000,11846072320
51,towel,a,There was a towel on the floor.,b,The towel was hanging.,mismatch,pecher2006,hanging,-9.35155661480774,EleutherAI/pythia-12b,2000,11846072320
17,umbrella,a,There was an umbrella in her bag.,a,The umbrella was closed.,match,pecher2006,closed,-10.462867879464413,EleutherAI/pythia-12b,2000,11846072320
17,umbrella,a,There was an umbrella in her bag.,b,The umbrella was open.,mismatch,pecher2006,open,-8.714078857293522,EleutherAI/pythia-12b,2000,11846072320
24,walnut,a,There was a walnut on the tree.,a,The walnut was whole.,match,pecher2006,whole,-13.762259471596222,EleutherAI/pythia-12b,2000,11846072320
24,walnut,a,There was a walnut on the tree.,b,The walnut was chopped.,mismatch,pecher2006,chopped,-8.124747948114031,EleutherAI/pythia-12b,2000,11846072320
52,watermelon,a,There was a watermelon in the garden.,a,The watermelon was whole.,match,pecher2006,whole,-12.617735494164581,EleutherAI/pythia-12b,2000,11846072320
52,watermelon,a,There was a watermelon in the garden.,b,The watermelon was sliced.,mismatch,pecher2006,sliced,-7.202936680379607,EleutherAI/pythia-12b,2000,11846072320
6,wheat,a,There was wheat in the field.,a,The wheat was in stalks.,match,pecher2006,stalks,-16.060228278838352,EleutherAI/pythia-12b,2000,11846072320
6,wheat,a,There was wheat in the field.,b,The wheat was in grains.,mismatch,pecher2006,grains,-12.585250127378876,EleutherAI/pythia-12b,2000,11846072320
34,wool,a,There was wool in the basket.,a,The wool was in a ball.,match,pecher2006,in a ball,-16.876200646026874,EleutherAI/pythia-12b,2000,11846072320
34,wool,a,There was wool in the basket.,b,The wool was knitted.,mismatch,pecher2006,knitted,-14.21359146536021,EleutherAI/pythia-12b,2000,11846072320
25,zodiac,a,There was a zodiac in the ocean.,a,The zodiac was deflated.,match,pecher2006,deflated,-17.84849145863034,EleutherAI/pythia-12b,2000,11846072320
25,zodiac,a,There was a zodiac in the ocean.,b,The zodiac was inflated.,mismatch,pecher2006,inflated,-13.005954011852012,EleutherAI/pythia-12b,2000,11846072320
35,airplane,b,There was an airplane in the sky.,a,The airplane's wheels were down.,mismatch,pecher2006,down,-7.752567157249974,EleutherAI/pythia-12b,2000,11846072320
35,airplane,b,There was an airplane in the sky.,b,The airplane's wheels were retracted.,match,pecher2006,retracted,-12.753241283283746,EleutherAI/pythia-12b,2000,11846072320
53,apple,b,There was apple in the salad.,a,The apple was whole.,mismatch,pecher2006,whole,-11.233439650708759,EleutherAI/pythia-12b,2000,11846072320
53,apple,b,There was apple in the salad.,b,The apple was sliced.,match,pecher2006,sliced,-6.693402984711278,EleutherAI/pythia-12b,2000,11846072320
1,apple pie,b,There was apple pie on the plate.,a,The apple pie was whole.,mismatch,pecher2006,whole,-12.738011857284462,EleutherAI/pythia-12b,2000,11846072320
1,apple pie,b,There was apple pie on the plate.,b,The apple pie was sliced.,match,pecher2006,sliced,-7.863726332297969,EleutherAI/pythia-12b,2000,11846072320
21,avocado,b,There was avocado in the dish.,a,The avocado was whole.,mismatch,pecher2006,whole,-11.186399626621148,EleutherAI/pythia-12b,2000,11846072320
21,avocado,b,There was avocado in the dish.,b,The avocado was sliced.,match,pecher2006,sliced,-5.931490995750529,EleutherAI/pythia-12b,2000,11846072320
39,balloon,b,There was a balloon in the air.,a,The balloon was deflated.,mismatch,pecher2006,deflated,-11.788539719778317,EleutherAI/pythia-12b,2000,11846072320
39,balloon,b,There was a balloon in the air.,b,The balloon was inflated.,match,pecher2006,inflated,-6.107414847109324,EleutherAI/pythia-12b,2000,11846072320
32,banana,b,There was banana on the pancake.,a,The banana was whole.,mismatch,pecher2006,whole,-12.256091859178598,EleutherAI/pythia-12b,2000,11846072320
32,banana,b,There was banana on the pancake.,b,The banana was sliced.,match,pecher2006,sliced,-7.967539876412669,EleutherAI/pythia-12b,2000,11846072320
47,book,b,There was a book on the photocopier.,a,The book was closed.,mismatch,pecher2006,closed,-11.73987827823091,EleutherAI/pythia-12b,2000,11846072320
47,book,b,There was a book on the photocopier.,b,The book was open.,match,pecher2006,open,-12.250648871592432,EleutherAI/pythia-12b,2000,11846072320
40,bread,b,There was bread in the toaster.,a,The bread was in a loaf.,mismatch,pecher2006,loaf,-8.259569267713438,EleutherAI/pythia-12b,2000,11846072320
40,bread,b,There was bread in the toaster.,b,The bread was in a slice.,match,pecher2006,slice,-10.046603153295365,EleutherAI/pythia-12b,2000,11846072320
12,carrot,b,There was carrot in the curry.,a,The carrot was whole.,mismatch,pecher2006,whole,-11.508896667647065,EleutherAI/pythia-12b,2000,11846072320
12,carrot,b,There was carrot in the curry.,b,The carrot was sliced.,match,pecher2006,sliced,-6.037122170482796,EleutherAI/pythia-12b,2000,11846072320
28,cheesecake,b,There was cheesecake for the guest.,a,The cheesecake was whole.,mismatch,pecher2006,whole,-12.485080598849498,EleutherAI/pythia-12b,2000,11846072320
28,cheesecake,b,There was cheesecake for the guest.,b,The cheesecake was sliced.,match,pecher2006,sliced,-10.190527217288126,EleutherAI/pythia-12b,2000,11846072320
36,chicken,b,There was chicken in the oven.,a,The chicken was alive.,mismatch,pecher2006,alive,-13.518930194004845,EleutherAI/pythia-12b,2000,11846072320
36,chicken,b,There was chicken in the oven.,b,The chicken was plucked.,match,pecher2006,plucked,-15.610796298494726,EleutherAI/pythia-12b,2000,11846072320
54,cigarette,b,There was a cigarette in the ashtray.,a,The cigarette was intact.,mismatch,pecher2006,intact,-13.44923724737719,EleutherAI/pythia-12b,2000,11846072320
54,cigarette,b,There was a cigarette in the ashtray.,b,The cigarette was crushed.,match,pecher2006,crushed,-10.231527202379931,EleutherAI/pythia-12b,2000,11846072320
7,coat,b,There was a coat on the floor.,a,The coat was hanging.,mismatch,pecher2006,hanging,-8.79269129884058,EleutherAI/pythia-12b,2000,11846072320
7,coat,b,There was a coat on the floor.,b,The coat was crumpled.,match,pecher2006,crumpled,-12.676952526048671,EleutherAI/pythia-12b,2000,11846072320
55,corn,b,There was corn in the cooking pot.,a,The corn was on the cob,mismatch,pecher2006,on the cob,-18.718396344344484,EleutherAI/pythia-12b,2000,11846072320
55,corn,b,There was corn in the cooking pot.,b,The corn was off the cob.,match,pecher2006,off the cob,-22.57142411477606,EleutherAI/pythia-12b,2000,11846072320
18,cucumber,b,There was cucumber in the salad.,a,The cucumber was whole.,mismatch,pecher2006,whole,-10.995108687390324,EleutherAI/pythia-12b,2000,11846072320
18,cucumber,b,There was cucumber in the salad.,b,The cucumber was sliced.,match,pecher2006,sliced,-6.2449397611597925,EleutherAI/pythia-12b,2000,11846072320
56,eagle,b,There was an eagle in the sky.,a,The eagle's wings were folded.,mismatch,pecher2006,folded,-9.52730370767089,EleutherAI/pythia-12b,2000,11846072320
56,eagle,b,There was an eagle in the sky.,b,The eagle's wings were outstretched.,match,pecher2006,outstretched,-11.88910829332035,EleutherAI/pythia-12b,2000,11846072320
41,egg,b,There was an egg in the skillet.,a,The egg was whole.,mismatch,pecher2006,whole,-11.818896739320197,EleutherAI/pythia-12b,2000,11846072320
41,egg,b,There was an egg in the skillet.,b,The egg was frying.,match,pecher2006,frying,-12.373909560923646,EleutherAI/pythia-12b,2000,11846072320
48,fish,b,There was fish in the oven.,a,The fish was whole.,mismatch,pecher2006,whole,-11.526313694468586,EleutherAI/pythia-12b,2000,11846072320
48,fish,b,There was fish in the oven.,b,The fish was filetted.,match,pecher2006,filetted,-34.59276919603491,EleutherAI/pythia-12b,2000,11846072320
22,frog,b,There was a frog in the pool.,a,The frog's legs were folded.,mismatch,pecher2006,folded,-7.584280664666748,EleutherAI/pythia-12b,2000,11846072320
22,frog,b,There was a frog in the pool.,b,The frog's legs were outstretched.,match,pecher2006,outstretched,-10.076266665693307,EleutherAI/pythia-12b,2000,11846072320
13,garbage bag,b,There was a garbage bag in the dumpster.,a,The garbage bag was empty.,mismatch,pecher2006,empty,-4.287089239444617,EleutherAI/pythia-12b,2000,11846072320
13,garbage bag,b,There was a garbage bag in the dumpster.,b,The garbage bag was full.,match,pecher2006,full,-6.689051815868852,EleutherAI/pythia-12b,2000,11846072320
14,goose,b,There was a goose in the sky.,a,The goose's wings were folded.,mismatch,pecher2006,folded,-8.991732450843946,EleutherAI/pythia-12b,2000,11846072320
14,goose,b,There was a goose in the sky.,b,The goose's wings were outstretched.,match,pecher2006,outstretched,-12.036745113234614,EleutherAI/pythia-12b,2000,11846072320
37,hockey,b,There was a hockey player on the bench.,a,The hockey player was standing.,mismatch,pecher2006,standing,-8.53508549977977,EleutherAI/pythia-12b,2000,11846072320
37,hockey,b,There was a hockey player on the bench.,b,The hockey player was sitting.,match,pecher2006,sitting,-8.002558445346223,EleutherAI/pythia-12b,2000,11846072320
2,horse,b,There was a horse in the arena.,a,The horse was standing.,mismatch,pecher2006,standing,-7.336361551797071,EleutherAI/pythia-12b,2000,11846072320
2,horse,b,There was a horse in the arena.,b,The horse was sitting.,match,pecher2006,sitting,-7.363947519286187,EleutherAI/pythia-12b,2000,11846072320
29,hose,b,There was a hose on the lawn.,a,The hose was coiled.,mismatch,pecher2006,coiled,-11.502117106599066,EleutherAI/pythia-12b,2000,11846072320
29,hose,b,There was a hose on the lawn.,b,The hose was extended.,match,pecher2006,extended,-10.51230113107743,EleutherAI/pythia-12b,2000,11846072320
15,ice,b,There was ice in the gutter.,a,The ice was shaped into ice cubes.,mismatch,pecher2006,cubes,-3.6841655121901655,EleutherAI/pythia-12b,2000,11846072320
15,ice,b,There was ice in the gutter.,b,The ice was shaped into icicles.,match,pecher2006,icicles,-12.65500889512231,EleutherAI/pythia-12b,2000,11846072320
33,ketchup,b,There was ketchup on the plate.,a,The ketchup was in a bottle.,mismatch,pecher2006,bottle,-8.42973580427158,EleutherAI/pythia-12b,2000,11846072320
33,ketchup,b,There was ketchup on the plate.,b,The ketchup was in a dollop.,match,pecher2006,dollop,-17.900035534239183,EleutherAI/pythia-12b,2000,11846072320
19,lamp,b,There was a lamp on the table.,a,The lamp was tall.,mismatch,pecher2006,tall,-12.0697780934649,EleutherAI/pythia-12b,2000,11846072320
19,lamp,b,There was a lamp on the table.,b,The lamp was short.,match,pecher2006,short,-11.613870036647512,EleutherAI/pythia-12b,2000,11846072320
49,lemon,b,There was lemon in the drink.,a,The lemon was whole.,mismatch,pecher2006,whole,-12.288563447849649,EleutherAI/pythia-12b,2000,11846072320
49,lemon,b,There was lemon in the drink.,b,The lemon was sliced.,match,pecher2006,sliced,-8.878819536765748,EleutherAI/pythia-12b,2000,11846072320
38,lime,b,There was lime in the Corona bottle.,a,The lime was whole.,mismatch,pecher2006,whole,-12.930842987148939,EleutherAI/pythia-12b,2000,11846072320
38,lime,b,There was lime in the Corona bottle.,b,The lime was sliced.,match,pecher2006,sliced,-9.578386490599229,EleutherAI/pythia-12b,2000,11846072320
57,lobster,b,There was lobster in the salad.,a,The lobster was whole.,mismatch,pecher2006,whole,-11.5180584556062,EleutherAI/pythia-12b,2000,11846072320
57,lobster,b,There was lobster in the salad.,b,The lobster was in pieces.,match,pecher2006,pieces,-10.676088589208366,EleutherAI/pythia-12b,2000,11846072320
20,map,b,There was a map on the wall.,a,The map was folded.,mismatch,pecher2006,folded,-8.946963890298758,EleutherAI/pythia-12b,2000,11846072320
20,map,b,There was a map on the wall.,b,The map was spread out.,match,pecher2006,spread out,-13.325221212166902,EleutherAI/pythia-12b,2000,11846072320
8,match,b,There was a match in the ashtray.,a,The match was fresh.,mismatch,pecher2006,fresh,-16.309574289108287,EleutherAI/pythia-12b,2000,11846072320
8,match,b,There was a match in the ashtray.,b,The match was burned.,match,pecher2006,burned,-15.52459174177665,EleutherAI/pythia-12b,2000,11846072320
42,mushroom,b,There was mushroom in the soup.,a,The mushroom was whole.,mismatch,pecher2006,whole,-11.45139806975898,EleutherAI/pythia-12b,2000,11846072320
42,mushroom,b,There was mushroom in the soup.,b,The mushroom was sliced.,match,pecher2006,sliced,-7.393232219745834,EleutherAI/pythia-12b,2000,11846072320
43,newspaper,b,There was a newspaper on the rack.,a,The newspaper was rolled up.,mismatch,pecher2006,rolled up,-16.68917298990647,EleutherAI/pythia-12b,2000,11846072320
43,newspaper,b,There was a newspaper on the rack.,b,The newspaper was flat.,match,pecher2006,flat,-11.766062365215937,EleutherAI/pythia-12b,2000,11846072320
50,onion,b,There was onion in the batter.,a,The onion was whole.,mismatch,pecher2006,whole,-11.159562045700604,EleutherAI/pythia-12b,2000,11846072320
50,onion,b,There was onion in the batter.,b,The onion was sliced.,match,pecher2006,sliced,-5.151638478976332,EleutherAI/pythia-12b,2000,11846072320
9,owl,b,There was an owl in the sky.,a,The owl's wings were folded.,mismatch,pecher2006,folded,-9.378929300581124,EleutherAI/pythia-12b,2000,11846072320
9,owl,b,There was an owl in the sky.,b,The owl's wings were outstretched.,match,pecher2006,outstretched,-11.584646732137813,EleutherAI/pythia-12b,2000,11846072320
23,paint,b,There was paint in the drawing.,a,The paint was in a can.,mismatch,pecher2006,can,-11.74723496765855,EleutherAI/pythia-12b,2000,11846072320
23,paint,b,There was paint in the drawing.,b,The paint was in a smear.,match,pecher2006,smear,-13.969969088594617,EleutherAI/pythia-12b,2000,11846072320
44,pineapple,b,There was pineapple on the skewer.,a,The pineapple was whole.,mismatch,pecher2006,whole,-11.64502093399626,EleutherAI/pythia-12b,2000,11846072320
44,pineapple,b,There was pineapple on the skewer.,b,The pineapple was in chunks.,match,pecher2006,chunks,-14.648370431975707,EleutherAI/pythia-12b,2000,11846072320
10,pumpkin,b,There was a pumpkin on the porch.,a,The pumpkin was whole.,mismatch,pecher2006,whole,-13.91934834752193,EleutherAI/pythia-12b,2000,11846072320
10,pumpkin,b,There was a pumpkin on the porch.,b,The pumpkin was carved.,match,pecher2006,carved,-12.165401936341524,EleutherAI/pythia-12b,2000,11846072320
45,sailboat,b,There was a sailboat on the lake.,a,The sailboat's sails were down.,mismatch,pecher2006,down,-7.6389987773780295,EleutherAI/pythia-12b,2000,11846072320
45,sailboat,b,There was a sailboat on the lake.,b,The sailboat's sails were up.,match,pecher2006,up,-8.51546987415679,EleutherAI/pythia-12b,2000,11846072320
3,scarf,b,There was a scarf on the floor.,a,The scarf was hanging.,mismatch,pecher2006,hanging,-8.543922624741299,EleutherAI/pythia-12b,2000,11846072320
3,scarf,b,There was a scarf on the floor.,b,The scarf was crumpled.,match,pecher2006,crumpled,-13.179938611542083,EleutherAI/pythia-12b,2000,11846072320
58,shirt,b,There was a shirt on the shelf.,a,The shirt was hanging.,mismatch,pecher2006,hanging,-9.090270953382817,EleutherAI/pythia-12b,2000,11846072320
